dataset_type,train_number,train_type,station_sequence,current_delay,current_speed,distance_to_next_station,distance_from_origin,journey_time,station_halt_duration,time_of_day,day_of_week,signal_status,signal_waiting_time,block_status,track_occupancy,section_restriction,construction_active,maintenance_active,engineering_block,temporary_speed_restriction,affected_section,restriction_duration,congestion_level,preceding_train_delay,train_density,previous_station_delay,temperature,humidity,precipitation,rain,showers,weather_code,cloud_cover,visibility,wind_speed,wind_direction,wind_gusts,weather_impact,actual_additional_delay_minutes
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,MEMU,20,1.4,55.6,1.3,38.949999999999996,71.5,1.0,22,2,Normal,0.1,Clear,0.32,0,0,0,0,0,0,0,0.34,1.4,1,2.1,32.8,58.2,4.1,4.0,0.0,61,94.0,8694.0,9.5,81,15.4,1,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,20,4.9,0.0,1.9,38.949999999999996,75.0,1.0,15,6,Normal,0.1,Clear,0.36,0,0,0,0,0,0,0,0.1,0.3,2,6.8,35.5,70.6,0.0,0.0,0.0,0,24.9,5359.0,26.1,280,36.7,1,0.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,6,5.3,39.1,1.9,10.25,23.8,0.5,16,6,Normal,0.9,Clear,0.34,0,0,1,0,30,1,70,0.07,0.2,1,6.5,33.3,70.1,0.0,0.0,0.0,0,12.3,8277.0,33.9,300,47.3,2,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,5,1.4,51.0,1.2,8.2,16.2,0.5,16,4,Normal,1.2,Clear,0.45,0,0,0,0,0,0,0,0.24,0.7,2,0.0,36.5,70.5,0.0,0.0,0.0,0,29.3,9619.0,34.9,297,45.8,2,7.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,Fast Local,21,1.7,24.4,1.6,41.0,75.5,0.5,20,1,Warning,3.3,Occupied,0.88,0,0,0,0,0,0,0,0.62,1.4,2,2.2,33.7,75.0,0.0,0.0,0.0,0,22.4,7301.0,34.8,213,58.8,2,9.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,18,18.9,36.4,2.6,34.849999999999994,81.6,1.0,5,3,Warning,6.8,Occupied,0.6,0,0,0,0,0,0,0,0.45,3.4,2,19.5,35.6,53.5,0.0,0.0,0.0,0,51.7,5287.0,35.2,35,52.1,2,11.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,15,0.4,60.1,2.6,28.699999999999996,52.1,0.5,23,0,Warning,3.2,Occupied,0.64,0,0,0,0,0,0,0,0.4,0.2,2,1.8,31.4,81.4,0.0,0.0,0.0,0,34.5,8605.0,34.3,15,55.3,2,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,6,2.1,34.7,1.1,10.25,20.6,1.0,12,4,Warning,2.6,Occupied,0.99,0,0,0,0,0,0,0,0.23,1.0,1,3.6,26.9,82.1,7.8,5.6,3.6,63,91.4,9419.0,30.6,217,43.0,1,6.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,19,0.3,66.0,2.4,36.9,66.7,0.5,11,3,Normal,0.7,Clear,0.48,0,0,1,0,20,1,85,0.16,0.6,2,0.9,36.6,88.9,0.0,0.0,0.0,2,47.1,6814.0,11.5,223,17.0,0,8.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,1,6.9,30.9,1.2,0.0,6.9,1.5,10,1,Warning,6.0,Occupied,0.71,0,0,0,0,0,0,0,0.84,0.2,3,5.4,40.2,70.8,1.4000000000000001,0.1,0.0,0,85.9,6860.0,21.6,209,26.9,0,7.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,Fast Local,1,0.4,63.1,1.9,0.0,0.4,1.5,8,2,Normal,0.3,Clear,0.17,0,0,0,0,0,0,0,0.87,0.7,3,0.3,32.7,75.1,2.9000000000000004,1.1,0.0,61,94.3,6651.0,14.0,253,20.2,0,3.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,13,4.5,42.5,2.0,24.599999999999998,48.8,0.5,22,0,Normal,0.4,Clear,0.21,0,0,0,0,0,0,0,0.08,0.4,1,3.5,29.3,84.6,0.8,0.2,0.0,0,99.7,5531.0,16.3,119,22.2,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,3,0.2,28.8,2.6,4.1,7.6,1.0,6,0,Normal,1.1,Clear,0.41,0,0,0,0,0,0,0,0.16,0.1,2,0.0,33.4,63.6,1.7999999999999998,0.4,0.0,0,71.9,6531.0,34.4,221,47.5,2,7.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,10,4.5,63.2,2.0,18.45,37.7,0.5,16,4,Normal,0.0,Clear,0.29,0,0,1,0,20,1,118,0.53,1.6,1,6.2,30.1,77.9,0.0,0.0,0.0,0,52.9,7123.0,36.5,212,46.2,2,11.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,Fast Local,21,7.4,23.9,1.5,41.0,81.2,1.0,9,3,Critical,9.4,Restricted,0.71,1,0,0,0,0,0,0,0.81,0.2,4,6.8,31.6,63.2,10.1,7.7,2.9,63,97.8,7092.0,8.6,88,13.2,1,17.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,3,2.0,30.1,1.4,4.1,9.4,0.5,14,6,Normal,1.3,Clear,0.34,0,0,0,0,0,0,0,0.24,0.2,1,4.4,31.8,78.2,2.4,1.8,0.0,61,85.0,6031.0,20.8,60,26.1,0,1.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,9,3.0,49.3,2.2,16.4,32.5,0.5,7,1,Normal,0.1,Clear,0.14,0,1,0,0,20,1,118,0.05,0.4,2,2.5,28.5,76.7,0.0,0.0,0.0,0,42.6,7777.0,15.8,248,26.4,0,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,MEMU,8,2.1,43.2,1.7,14.349999999999998,27.9,0.5,6,1,Normal,0.9,Clear,0.44,0,0,0,0,0,0,0,0.31,0.5,2,1.2,28.6,61.2,8.1,6.1,2.6,63,86.5,7702.0,15.7,207,21.8,1,3.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,Fast Local,3,1.4,46.1,1.9,4.1,8.8,1.5,7,3,Normal,0.6,Clear,0.45,0,0,0,0,0,0,0,0.06,0.3,2,2.1,31.2,78.1,7.3,5.0,0.0,61,97.2,6909.0,24.1,200,36.1,1,4.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,MEMU,13,6.5,36.5,2.7,24.599999999999998,50.8,1.0,6,0,Normal,0.0,Clear,0.29,0,1,0,0,15,1,71,0.22,0.5,2,6.4,30.7,66.7,0.0,0.0,0.0,0,31.4,9674.0,20.6,162,30.4,1,13.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,Fast Local,6,1.3,24.0,2.4,10.25,19.8,0.5,16,3,Warning,3.4,Occupied,0.62,0,0,0,1,0,1,87,0.15,0.2,2,1.6,33.8,70.1,0.0,0.0,0.0,0,29.9,9827.0,37.9,287,62.7,2,11.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,13,5.1,32.2,3.1,24.599999999999998,49.4,1.0,18,5,Normal,0.5,Clear,0.36,0,0,0,0,0,0,0,0.73,2.1,5,4.5,32.6,81.8,6.5,2.7,0.0,61,98.0,8398.0,28.3,312,34.8,1,6.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,MEMU,20,0.9,61.8,1.5,38.949999999999996,71.0,0.5,15,6,Normal,0.3,Clear,0.18,0,0,0,0,0,0,0,0.31,0.8,1,0.3,33.9,84.9,0.0,0.0,0.0,0,34.4,6425.0,37.2,73,53.5,2,3.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,20,1.1,21.9,1.7,38.949999999999996,71.2,0.5,18,1,Normal,0.4,Clear,0.15,0,0,0,0,0,0,0,0.86,12.6,4,0.5,30.9,77.0,4.1,3.4,0.0,61,81.3,9691.0,8.8,151,12.7,1,10.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,MEMU,12,1.6,66.7,2.2,22.549999999999997,42.2,1.5,14,3,Normal,0.1,Clear,0.11,0,0,1,0,20,1,111,0.36,0.5,1,0.3,28.3,72.2,0.0,0.0,0.0,0,14.6,8606.0,23.9,33,39.0,1,8.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,MEMU,13,3.6,46.7,3.2,24.599999999999998,47.9,0.5,14,0,Normal,0.6,Clear,0.47,0,0,0,0,0,0,0,0.32,1.2,2,4.8,27.3,80.5,0.0,0.0,0.0,0,24.4,7203.0,37.1,358,57.8,2,4.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,MEMU,2,2.4,33.0,1.6,2.05,6.1,1.0,16,4,Warning,6.1,Occupied,0.74,0,1,0,0,15,1,23,0.18,0.7,2,2.6,35.5,68.1,0.0,0.0,0.0,0,12.6,9395.0,15.9,221,25.8,0,12.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,21,5.5,12.0,2.1,41.0,79.3,0.5,15,5,Warning,3.7,Occupied,0.95,0,0,0,0,0,0,0,0.45,1.6,1,5.7,29.6,82.7,10.7,9.1,2.4,63,90.0,5771.0,22.2,317,36.5,1,8.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,16,1.0,13.9,2.9,30.749999999999996,56.4,0.5,9,0,Normal,0.2,Clear,0.29,0,0,0,0,0,0,0,0.47,1.1,2,1.8,29.0,64.6,0.0,0.0,0.0,0,31.0,8326.0,29.5,103,36.4,1,4.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,6,0.0,36.7,2.1,10.25,18.4,0.5,23,2,Normal,0.6,Clear,0.13,0,1,0,0,15,1,95,0.05,0.3,1,0.4,36.6,69.4,0.0,0.0,0.0,0,58.4,6390.0,30.6,335,50.5,2,14.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,Fast Local,19,6.0,34.8,2.7,36.9,72.4,1.5,22,2,Normal,0.0,Clear,0.13,0,0,1,0,30,1,42,0.55,2.8,1,8.7,29.9,60.9,0.0,0.0,0.0,0,25.2,7756.0,33.4,349,44.4,1,9.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,Fast Local,21,6.9,43.8,3.3,41.0,80.7,1.0,22,3,Normal,0.1,Clear,0.3,0,0,0,0,0,0,0,0.32,3.6,2,7.4,22.8,71.0,0.0,0.0,0.0,0,23.8,6452.0,29.6,354,41.8,1,4.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,13,0.2,67.8,2.3,24.599999999999998,44.5,0.5,6,6,Normal,0.1,Clear,0.3,0,0,0,0,0,0,0,0.48,6.3,1,0.0,32.4,90.2,0.0,0.0,0.0,2,27.7,7898.0,37.3,293,61.0,2,9.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,17,3.8,50.1,2.4,32.8,62.8,1.0,19,6,Normal,0.1,Clear,0.33,0,0,0,0,0,0,0,0.85,0.7,5,3.2,29.3,90.3,0.0,0.0,0.0,2,34.0,7150.0,29.5,313,36.2,1,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,9,1.9,40.1,2.5,16.4,31.4,1.5,12,0,Warning,4.3,Occupied,0.85,0,0,0,0,0,0,0,0.68,2.5,2,0.8,28.6,91.5,9.0,1.3,0.0,61,73.7,7915.0,6.9,202,8.8,0,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,MEMU,17,6.3,60.3,1.6,32.8,65.3,0.5,17,0,Normal,0.5,Clear,0.37,0,0,0,0,0,0,0,0.68,4.6,1,6.9,30.9,64.3,0.0,0.0,0.0,0,27.9,5381.0,29.0,42,39.2,1,4.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,MEMU,2,8.3,44.3,1.2,2.05,12.0,0.5,6,1,Normal,0.7,Clear,0.27,0,0,0,0,0,0,0,0.31,3.6,2,7.8,23.3,98.0,0.0,0.0,0.0,2,43.5,5016.0,17.2,133,27.5,0,2.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,EMU Local,19,7.6,66.0,2.2,36.9,74.0,0.5,6,4,Normal,0.5,Clear,0.36,0,0,0,0,0,0,0,0.18,0.1,1,8.2,24.1,86.2,8.299999999999999,8.2,3.3,63,98.0,8917.0,21.6,17,30.5,1,2.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,19,6.0,31.9,1.7,36.9,72.4,0.5,23,5,Normal,0.3,Clear,0.22,0,0,0,0,0,0,0,0.18,1.9,2,5.2,29.7,84.2,0.0,0.0,0.0,0,47.1,6375.0,19.4,300,26.3,0,0.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,MEMU,7,1.3,24.8,2.7,12.299999999999999,23.4,1.0,10,0,Normal,0.0,Clear,0.28,0,0,1,0,30,1,52,0.75,0.7,5,1.5,33.7,75.0,0.0,0.0,0.0,0,52.3,8476.0,23.9,6,37.2,1,8.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,MEMU,10,6.7,12.0,2.3,18.45,39.9,0.5,22,5,Warning,4.8,Occupied,0.74,0,0,0,0,0,0,0,0.08,0.2,1,6.1,30.4,53.3,0.0,0.0,0.0,0,17.7,5195.0,34.4,311,55.2,2,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,10,3.0,40.4,2.7,18.45,36.2,0.5,6,3,Normal,0.1,Clear,0.23,0,0,0,0,0,0,0,0.41,1.5,2,2.6,30.3,64.5,0.0,0.0,0.0,0,47.3,8308.0,10.8,78,15.5,0,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,20,0.2,23.5,1.4,38.949999999999996,70.3,0.5,4,1,Normal,0.6,Clear,0.2,0,0,0,0,0,0,0,0.18,1.3,1,0.5,31.5,67.0,0.0,0.0,0.0,0,24.8,8579.0,31.0,106,37.8,1,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,9,2.4,23.3,2.7,16.4,31.9,0.5,15,6,Normal,1.2,Clear,0.13,0,0,0,0,0,0,0,0.42,2.4,2,2.9,35.1,70.2,0.0,0.0,0.0,0,46.3,8541.0,36.7,28,58.9,2,8.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,17,11.4,57.5,1.0,32.8,70.4,1.0,9,5,Normal,0.6,Clear,0.3,0,0,0,0,0,0,0,0.63,6.0,2,13.1,31.7,66.9,0.0,0.0,0.0,0,11.5,9254.0,27.5,357,41.9,1,6.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,15,8.8,16.2,1.4,28.699999999999996,60.5,1.0,10,5,Normal,0.1,Clear,0.31,0,0,0,0,0,0,0,0.87,4.7,3,10.2,31.3,71.7,6.4,1.0,0.0,61,91.1,9316.0,29.4,118,42.9,1,6.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,2,0.4,43.6,2.5,2.05,4.1,0.5,5,5,Normal,0.2,Clear,0.23,0,0,0,0,0,0,0,0.37,0.5,2,1.5,29.3,77.7,0.0,0.0,0.0,0,34.1,6002.0,17.7,259,25.7,0,0.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,Fast Local,4,5.5,40.8,1.8,6.1499999999999995,16.6,0.5,21,5,Normal,0.0,Clear,0.49,0,0,1,0,15,1,117,0.05,0.0,2,6.0,29.9,72.9,0.0,0.0,0.0,0,39.6,7893.0,21.8,284,29.0,0,6.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,19,6.6,43.4,1.9,36.9,73.0,0.5,18,5,Normal,0.5,Clear,0.32,0,0,0,0,0,0,0,0.74,0.4,3,6.0,32.2,69.6,0.0,0.0,0.0,0,57.3,5103.0,29.3,15,42.8,1,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,MEMU,17,1.3,62.8,2.2,32.8,60.3,1.5,18,6,Critical,8.5,Restricted,0.85,1,1,0,0,20,1,41,0.89,0.3,3,2.0,36.8,68.9,0.0,0.0,0.0,0,22.3,5443.0,22.7,62,35.4,1,23.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,5,2.6,29.6,3.0,8.2,17.4,0.5,13,1,Normal,0.6,Clear,0.33,0,1,1,0,20,1,116,0.17,1.6,1,4.0,32.5,89.0,16.4,16.0,1.8,65,77.1,3112.0,6.0,271,7.4,2,13.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,EMU Local,7,5.0,62.8,1.0,12.299999999999999,27.1,0.5,20,3,Normal,0.0,Clear,0.18,0,0,1,0,20,1,65,0.51,1.2,1,6.4,28.2,67.4,0.0,0.0,0.0,0,34.6,5192.0,25.7,305,32.9,1,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,18,2.3,15.6,2.8,34.849999999999994,65.0,0.5,21,5,Normal,0.9,Clear,0.49,0,0,0,0,0,0,0,0.51,6.0,2,2.3,30.3,81.3,0.0,0.0,0.0,0,44.6,6730.0,36.5,4,54.8,2,9.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,21,0.5,51.8,2.9,41.0,74.3,0.5,21,5,Normal,0.7,Clear,0.45,0,0,0,1,0,1,86,0.33,1.7,1,0.1,35.9,72.3,0.0,0.0,0.0,0,22.2,8198.0,28.4,145,35.7,1,5.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,MEMU,7,4.9,64.1,1.8,12.299999999999999,27.0,0.5,18,3,Normal,0.1,Clear,0.29,0,1,0,0,30,1,67,0.44,4.7,1,5.9,31.8,49.6,2.4000000000000004,2.2,0.0,61,76.6,9077.0,34.5,212,53.5,2,9.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,Fast Local,17,9.7,0.0,1.7,32.8,68.7,1.0,9,0,Normal,0.2,Clear,0.2,0,1,0,0,20,1,97,0.7,5.0,1,6.8,26.0,98.0,5.800000000000001,2.2,0.0,61,86.8,7177.0,12.0,88,18.3,0,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,7,4.2,41.5,2.0,12.299999999999999,26.3,1.0,12,0,Normal,0.5,Clear,0.19,0,0,0,0,0,0,0,0.28,0.9,1,6.1,33.2,86.8,1.1,0.9,0.0,61,98.2,7427.0,21.9,320,30.7,1,2.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,4,5.9,40.2,1.7,6.1499999999999995,17.0,0.5,14,6,Warning,4.0,Occupied,0.82,0,1,1,1,20,1,62,0.53,0.5,2,7.4,28.9,98.0,0.0,0.0,0.0,2,45.2,5030.0,19.3,227,30.7,1,12.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,MEMU,8,1.8,43.1,2.3,14.349999999999998,27.6,1.0,18,1,Normal,0.1,Clear,0.13,0,1,0,0,20,1,118,0.82,0.8,3,1.5,26.9,82.6,0.0,0.0,0.0,0,43.7,9332.0,26.1,42,35.3,1,11.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,13,0.8,67.7,2.4,24.599999999999998,45.1,1.0,6,1,Warning,3.7,Occupied,0.9,0,0,0,0,0,0,0,0.46,0.7,2,0.4,31.8,72.7,7.4,5.4,2.4,63,91.0,9921.0,9.7,197,16.3,1,7.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,4,4.1,30.5,1.2,6.1499999999999995,15.2,0.5,22,4,Warning,5.5,Occupied,0.61,0,0,0,0,0,0,0,0.41,0.0,1,6.6,28.1,78.9,0.0,0.0,0.0,0,38.0,7255.0,19.5,67,23.6,0,5.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,MEMU,6,1.6,24.2,1.5,10.25,20.0,0.5,4,1,Normal,0.1,Clear,0.17,0,0,0,0,0,0,0,0.46,1.8,1,0.4,34.8,66.3,2.9,1.5,0.0,61,78.7,6518.0,27.9,259,35.0,1,2.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,5,7.9,43.2,1.4,8.2,22.7,0.5,20,6,Normal,0.1,Clear,0.38,0,0,0,0,0,0,0,0.61,1.7,1,7.6,31.9,61.8,0.0,0.0,0.0,0,54.5,5879.0,22.4,224,33.5,1,4.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,12,0.5,58.9,2.2,22.549999999999997,41.1,1.5,14,3,Normal,0.9,Clear,0.38,0,0,1,0,15,1,109,0.56,0.2,2,2.6,36.9,97.1,0.0,0.0,0.0,2,42.8,8624.0,9.1,258,13.9,0,11.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,4,2.3,50.4,2.6,6.1499999999999995,13.4,1.0,21,5,Normal,0.5,Clear,0.24,0,0,0,0,0,0,0,0.38,2.3,2,1.0,32.9,68.6,0.0,0.0,0.0,0,13.9,7057.0,22.8,59,38.7,1,3.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,MEMU,9,2.0,42.5,1.5,16.4,31.5,0.5,14,3,Normal,0.5,Clear,0.29,0,0,1,0,30,1,24,0.29,1.8,1,2.2,29.5,73.7,0.0,0.0,0.0,0,34.9,6692.0,29.3,313,38.7,1,6.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,4,11.1,38.6,2.6,6.1499999999999995,22.2,0.5,10,6,Normal,0.3,Clear,0.43,0,1,0,1,15,1,50,0.61,0.3,1,10.8,29.5,77.7,0.0,0.0,0.0,0,32.4,7952.0,26.9,51,42.7,1,13.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,19,0.7,11.9,1.5,36.9,67.1,1.0,4,4,Warning,5.7,Occupied,0.97,0,1,0,0,15,1,24,0.08,0.1,1,3.2,30.1,69.2,0.0,0.0,0.0,0,14.7,9057.0,31.0,262,40.7,1,14.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,MEMU,14,0.0,50.8,2.5,26.65,48.0,0.5,15,2,Normal,0.5,Clear,0.35,0,0,1,0,20,1,41,0.34,0.3,1,0.0,33.5,83.6,0.0,0.0,0.0,0,28.3,8544.0,16.4,79,27.5,0,8.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,5,1.1,52.6,1.9,8.2,15.9,1.0,7,6,Normal,1.7,Clear,0.27,0,0,0,0,0,0,0,0.67,1.7,2,0.0,25.7,70.8,5.7,2.6,0.0,61,97.8,9056.0,30.8,150,43.7,1,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,MEMU,18,6.9,31.6,1.8,34.849999999999994,69.6,0.5,11,6,Normal,0.1,Clear,0.16,0,0,0,0,0,0,0,0.31,3.1,1,7.2,32.6,98.0,0.0,0.0,0.0,2,12.2,7655.0,24.8,64,30.4,1,3.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,10,0.9,35.0,2.8,18.45,34.1,2.0,18,2,Normal,0.1,Clear,0.5,0,0,0,0,0,0,0,0.53,2.0,2,0.2,27.8,49.1,1.4,1.2,0.0,61,92.0,7879.0,29.4,312,38.6,1,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,Fast Local,19,1.1,26.3,3.2,36.9,67.5,1.0,14,3,Warning,3.3,Occupied,0.75,0,0,0,0,0,0,0,0.21,0.8,1,1.8,40.5,64.0,0.0,0.0,0.0,0,23.9,5066.0,20.0,235,27.8,0,3.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,12,0.6,55.0,1.0,22.549999999999997,41.2,0.5,11,2,Normal,0.5,Clear,0.23,0,0,0,0,0,0,0,0.09,0.1,1,1.1,33.7,84.9,0.0,0.0,0.0,0,14.6,7153.0,11.4,202,15.6,0,1.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,18,5.0,36.5,2.5,34.849999999999994,67.7,1.0,15,6,Normal,0.4,Clear,0.39,0,0,0,0,0,0,0,0.5,1.7,2,3.6,34.1,53.2,0.0,0.0,0.0,0,52.1,9016.0,37.7,128,53.1,2,9.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,17,0.3,39.8,2.2,32.8,59.3,0.5,6,6,Warning,5.8,Occupied,0.94,0,1,1,0,30,1,74,0.54,0.4,2,2.5,31.8,74.4,0.0,0.0,0.0,0,58.8,8104.0,31.8,333,48.1,2,14.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,11,1.6,51.4,2.5,20.5,38.5,0.5,7,2,Warning,2.6,Occupied,0.85,0,0,0,0,0,0,0,0.43,1.9,2,0.9,25.1,68.0,0.0,0.0,0.0,0,33.2,8458.0,30.2,129,40.8,1,5.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,Fast Local,3,1.3,46.9,1.2,4.1,8.7,1.0,15,6,Warning,5.5,Occupied,0.85,0,0,0,0,0,0,0,0.3,0.3,2,0.7,31.6,70.6,2.6,2.4,0.0,61,91.7,5744.0,35.3,249,43.3,1,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,Fast Local,17,3.2,50.4,1.4,32.8,62.2,0.5,11,4,Warning,4.7,Occupied,0.61,0,0,0,0,0,0,0,0.19,0.0,1,3.9,33.1,86.5,0.0,0.0,0.0,2,57.5,9571.0,37.2,351,53.1,2,11.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,1,5.2,44.6,1.7,0.0,5.2,1.0,13,6,Normal,1.5,Clear,0.34,0,1,0,0,20,1,79,0.08,0.2,1,7.2,29.2,73.7,0.0,0.0,0.0,0,47.5,8746.0,17.3,93,24.5,0,5.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,15,3.0,45.0,2.2,28.699999999999996,54.7,0.5,4,6,Normal,0.6,Clear,0.29,0,0,0,1,0,1,71,0.23,0.3,2,1.5,31.2,63.0,0.0,0.0,0.0,0,35.5,9487.0,7.9,31,11.5,0,5.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,MEMU,9,10.7,44.8,1.7,16.4,40.2,1.0,16,5,Normal,0.0,Clear,0.23,0,0,0,0,0,0,0,0.42,1.5,2,10.1,34.0,84.2,0.0,0.0,0.0,0,31.3,6442.0,28.0,271,38.3,1,3.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,Fast Local,15,12.1,48.8,1.9,28.699999999999996,63.8,0.5,10,1,Normal,0.1,Clear,0.43,0,1,0,0,20,1,19,0.69,3.3,1,13.2,31.9,74.8,0.0,0.0,0.0,0,47.3,7922.0,33.5,90,40.3,1,10.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,3,1.8,49.5,2.6,4.1,9.2,1.0,23,1,Normal,0.0,Clear,0.36,0,0,0,0,0,0,0,0.44,2.6,2,1.1,32.6,55.4,2.8000000000000003,0.2,0.0,0,71.8,9018.0,27.8,292,38.6,1,3.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,19,6.0,23.6,3.3,36.9,72.4,0.5,6,2,Warning,5.0,Occupied,0.72,0,1,0,0,15,1,95,0.24,3.4,1,6.2,33.6,64.0,4.300000000000001,2.7,0.0,61,72.6,7079.0,23.3,29,31.1,1,21.7
